RE	TF	cnt	HOTness
chrX:4797654-4797853	unc-55	1	cold
chrX:4797922-4798050	unc-55,ztf-16	2	cold
chrX:4798611-4798732	ces-1,zip-8	2	cold
chrX:4798857-4799011	zip-8	1	cold
chrX:4799345-4799487	elt-1	1	cold
chrX:4800104-4800256	ref-2,ztf-16	2	cold
chrX:4800385-4800500	ref-2,unc-55,ztf-16	3	cold
chrX:4800978-4801317	elt-2,fos-1,nhr-80,pqm-1,unc-55,unc-86	6	cold
chrX:4802288-4802417	hlh-1,sem-4,unc-55,ztf-11,ztf-16	5	cold
chrX:4802531-4802678	sem-4,unc-55,ztf-11,ztf-16	4	cold
chrX:4804085-4804230	daf-16,egl-5,hlh-1,rnt-1	4	cold
chrX:4804447-4804596	.	0	cold
chrX:4805749-4805898	.	0	cold
chrX:4807227-4807387	.	0	cold
chrX:4807576-4807752	.	0	cold
chrX:4808813-4809069	hlh-30,nfya-1,nhr-20,nhr-21,nhr-23,nhr-71,nhr-85,nhr-90,snu-23	9	cold
chrX:4809266-4809416	blmp-1,cog-1,eor-1,nhr-25,ref-2,ztf-16	6	cold
chrX:4809493-4809628	blmp-1,cog-1,eor-1,ref-2,ztf-16	5	cold
chrX:4809846-4810002	aha-1,dpl-1,elt-3,hlh-30,nhr-20,nhr-25,nhr-47,nhr-71,nhr-85,nhr-90,snu-23,xbp-1	12	cold
chrX:4810182-4810345	pha-4,ztf-16	2	cold
chrX:4810999-4811143	zip-8	1	cold
chrX:4811979-4812164	.	0	cold
chrX:4812576-4812738	.	0	cold
chrX:4813013-4813100	aly-1,crh-2,mls-2,pag-3,ref-2	5	cold
chrX:4813265-4813520	blmp-1,crh-2,eor-1,irx-1,jun-1,mdl-1,nhr-20,nhr-25,nhr-71,nhr-85,nhr-90,sdc-2,sma-3,snu-23,swsn-7,ztf-11,ztf-16	17	cold
chrX:4813997-4814140	.	0	cold
chrX:4815743-4815899	ceh-36	1	cold
chrX:4817077-4817275	.	0	cold
chrX:4818350-4818469	ces-1,crh-2,daf-16,dpl-1,dve-1,efl-1,elt-2,eor-1,hlh-30,irx-1,lin-35,lsy-2,nfya-1,nhr-20,nhr-21,nhr-23,nhr-25,nhr-71,pha-4,rnt-1,sma-3,sma-9,snu-23,swsn-7,unc-55,xbp-1	26	HOT
chrX:4818940-4819107	crh-2,daf-16,dve-1,elt-2,fos-1,hlh-30,nhr-20,nhr-80,pha-4,pqm-1,sma-9	11	cold
chrX:4819675-4819859	.	0	cold
chrX:4821686-4821819	atf-7,crh-2,daf-16,dve-1,elt-2,fos-1,nhr-80,pqm-1,zip-8	9	cold
chrX:4822376-4822515	crh-2,daf-16,elt-2,fos-1,nhr-80,pha-4,pqm-1	7	cold
chrX:4851647-4851852	.	0	cold
chrX:4853147-4853288	ceh-2,ceh-31,ceh-82,ceh-90,crh-2,daf-16,dve-1,efl-1,egl-5,elt-1,elt-2,eor-1,ets-4,fos-1,hif-1,hlh-1,let-607,lin-35,lir-3,nhr-20,nhr-25,nhr-80,pag-3,pqm-1,rnt-1,sma-3,sma-9,snu-23,swsn-7,tbx-2,unc-42,xbp-1	32	HOT
chrX:4861447-4861600	daf-16,elt-1,elt-2,elt-3,nhr-20,nhr-25,nhr-71,nhr-85,nhr-90,pha-4,pqm-1,snu-23	12	cold
chrX:4862202-4862351	daf-16,dve-1,elt-2,fos-1,nhr-80,pqm-1	6	cold
chrX:4869700-4869854	ceh-31,ces-1,mls-2,unc-42	4	cold
chrX:4870589-4870727	ces-1	1	cold
chrX:4870880-4871040	ces-1,fkh-10,unc-42	3	cold
chrX:4871262-4871457	blmp-1,ceh-31,ces-1	3	cold
chrX:4872838-4872973	ces-1,elt-1,nhr-25,snu-23,unc-55	5	cold
chrX:4873060-4873145	elt-1,hlh-30,nhr-25,snu-23	4	cold
chrX:4874186-4874365	nhr-23	1	cold
chrX:4874546-4874716	.	0	cold
chrX:4875517-4875726	blmp-1	1	cold
chrX:4875845-4876162	.	0	cold
chrX:4876848-4877096	nhr-85,nhr-90,snu-23	3	cold
chrX:4877261-4877465	.	0	cold
chrX:4879801-4879954	.	0	cold
chrX:4880078-4880315	hlh-30	1	cold
chrX:4881336-4881503	ceh-31,ces-1,mls-2,ref-2,unc-42	5	cold
chrX:4882785-4882938	hlh-1,hlh-8	2	cold
chrX:4883353-4883515	mdl-1,nhr-25,nhr-48	3	cold
chrX:4883539-4883815	hlh-30,mdl-1,nhr-25,nhr-48	4	cold
chrX:4884549-4884699	.	0	cold
chrX:4884915-4885112	.	0	cold
chrX:4885215-4885326	.	0	cold
chrX:4890284-4890409	ceh-14,ceh-31,ceh-48,ceh-82,ces-1,crh-2,dsc-1,dve-1,egl-13,elt-2,fkh-10,hif-1,hlh-30,hmg-11,lin-35,lsy-2,mdl-1,mls-2,nfya-1,nhr-20,nhr-25,nhr-47,pha-4,rnt-1,sdc-2,sma-9,snu-23,spr-1,swsn-7,tbx-2,unc-3,unc-42,unc-55,unc-86,xbp-1	35	HOT
chrX:4893776-4893926	blmp-1,ceh-28,dve-1,elt-2,elt-3,fos-1,lsy-2,mdl-1,nhr-20,nhr-23,nhr-25,nhr-47,nhr-71,nhr-80,nhr-85,pha-4,pqm-1,sma-3,sma-9,snu-23,swsn-7,xbp-1	22	HOT
chrX:4895304-4895470	daf-16,hlh-1,nhr-71,rnt-1,sma-9	5	cold
chrX:4895864-4896022	cebp-1,elt-1,lsy-12,nhr-71,rnt-1	5	cold
chrX:4899710-4899857	atf-7,cebp-1,daf-16,elt-2,fkh-10,fkh-8,hif-1,him-1,hlh-30,hmg-11,lin-35,mdl-1,nhr-20,nhr-71,nhr-80,pha-4,rnt-1,sma-9,swsn-7,unc-55	20	HOT
chrX:4903505-4903622	ceh-36,ces-1,hlh-30,mls-2,nfya-1,unc-55,zip-8	7	cold
chrX:4903909-4904104	ces-1,unc-42	2	cold
chrX:4905916-4906095	crh-2,daf-16,dve-1,elt-2,fos-1,hlh-30,nhr-80,pqm-1	8	cold
chrX:4908694-4908909	.	0	cold
chrX:4909429-4909557	.	0	cold
chrX:4910648-4910804	.	0	cold
chrX:4911052-4911283	.	0	cold
chrX:4911543-4911678	dve-1,hlh-30,sma-3,sma-9	4	cold
chrX:4913601-4913811	.	0	cold
chrX:4918641-4918829	dve-1,snu-23	2	cold
chrX:4920871-4921054	.	0	cold
chrX:4926967-4927121	elt-1,irx-1,nhr-85,snu-23	4	cold
chrX:4928224-4928392	daf-16,dve-1,elt-2,nhr-80,pqm-1	5	cold
chrX:4933084-4933241	ces-1,eor-1,fkh-8,hmg-11,snu-23,unc-55,unc-86	7	cold
chrX:4939007-4939253	fkh-10	1	cold
chrX:4949552-4949769	.	0	cold
chrX:4950045-4950180	.	0	cold
chrX:4957020-4957122	unc-55	1	cold
chrX:4957333-4957565	ceh-18,ceh-31,ceh-34,cog-1,daf-16,dsc-1,efl-1,egl-5,eor-1,hlh-1,hlh-6,irx-1,lin-35,lir-3,nfya-1,nhr-20,nhr-47,nhr-71,pag-3,pha-4,rnt-1,sdc-2,sma-9,snu-23,swsn-7,tbx-2,unc-130,xbp-1,ztf-4	29	HOT
chrX:4957911-4958052	rnt-1	1	cold
chrX:4958932-4959154	dve-1,pha-4	2	cold
chrX:4959524-4959667	ces-1,daf-16,dsc-1,dve-1,egl-5,eor-1,hlh-1,nfya-1,rnt-1	9	cold
chrX:4960431-4960583	atf-7,cebp-1,ceh-14,ceh-18,ceh-2,ceh-31,ceh-32,ceh-34,ceh-48,daf-16,die-1,dpl-1,dsc-1,efl-1,egl-13,egl-5,fkh-10,fkh-8,hif-1,him-1,hlh-1,hlh-30,hlh-8,hmg-11,irx-1,jun-1,lin-35,lir-3,lsy-12,lsy-2,madf-10,mdl-1,nfya-1,nhr-20,nhr-23,nhr-47,nhr-71,nhr-90,pha-4,rbr-2,ref-2,rnt-1,sdc-2,sem-4,sma-3,sma-9,snu-23,swsn-7,syd-9,tbx-2,unc-42,unc-55,unc-86,xbp-1,ztf-11,ztf-4	56	HOT
chrX:4961029-4961317	ceh-9,hlh-1,hnd-1,mls-2,nhr-23,nhr-25,nhr-85,pha-4,rnt-1,sptf-1,tbx-2	11	cold
chrX:4961735-4961895	ceh-22,cog-1,nhr-25,rnt-1,sptf-1,zip-5,ztf-11,ztf-16	8	cold
chrX:4962307-4962530	blmp-1,cebp-1,ceh-14,ceh-18,ceh-28,ceh-31,ceh-34,ceh-82,ces-1,cog-1,crh-2,daf-16,die-1,dsc-1,dve-1,efl-1,egl-13,egl-5,ets-7,fkh-8,hif-1,him-1,hlh-30,hmg-11,irx-1,jun-1,lin-35,lsy-2,madf-10,mdl-1,mls-2,nfya-1,nhr-20,nhr-21,nhr-47,nhr-48,nhr-71,nhr-90,pax-1,peb-1,pha-2,pha-4,pop-1,rbr-2,rnt-1,sem-4,sma-9,snpc-4,snu-23,sptf-1,swsn-7,tbx-2,unc-42,unc-55,unc-86,xbp-1,ztf-11,ztf-16,ztf-4	59	HOT
chrX:4963816-4964026	.	0	cold
chrX:4964440-4964567	aly-2,ceh-28,ces-1,pop-1	4	cold
chrX:4965550-4965997	unc-55	1	cold
chrX:4966811-4966964	hlh-6	1	cold
chrX:4969269-4969433	atf-7,athp-1,blmp-1,cebp-1,ceh-28,daf-16,dpff-1,duxl-1,dve-1,egl-5,let-607,lsy-2,madf-10,nhr-102,nhr-21,nhr-23,nhr-25,nhr-71,nhr-80,nhr-90,repo-1,rnt-1,sem-4,sma-3,sma-9,snu-23,tbx-2,ztf-26,ztf-4	29	HOT
chrX:4970127-4970258	.	0	cold
chrX:4971040-4971210	atf-7,daf-16,dve-1,let-607,madf-10,nhr-23,nhr-80,nhr-90,pha-4,unc-62	10	cold
chrX:4971507-4971685	aly-1,blmp-1,cebp-1,ceh-18,ceh-2,ceh-31,ceh-82,ces-1,cog-1,crh-2,daf-16,dsc-1,duxl-1,dve-1,efl-1,elt-3,fos-1,hlh-1,hlh-30,hmg-11,irx-1,jun-1,lin-35,lir-3,lsy-2,mdl-1,mef-2,nhr-11,nhr-20,nhr-23,nhr-25,nhr-47,nhr-71,nhr-90,peb-1,pha-4,rbr-2,ref-2,rnt-1,sdc-2,sem-4,sma-3,sma-9,snpc-4,snu-23,swsn-7,tbx-2,unc-130,xbp-1,ztf-11	50	HOT
chrX:4972101-4972270	blmp-1,daf-16,elt-3,eyg-1,hlh-1,hlh-30,hlh-8,nhr-21,nhr-23,nhr-25,rnt-1,sma-3,sma-9,snu-23,sptf-1,tbx-2,unc-55,xbp-1	18	HOT
chrX:4972859-4973098	dsc-1,hlh-8	2	cold
chrX:4974600-4974811	daf-16,dve-1,let-607,nhr-80	4	cold
chrX:4975158-4975321	.	0	cold
chrX:4976382-4976619	.	0	cold
chrX:4977454-4977717	.	0	cold
chrX:4977825-4977909	.	0	cold
chrX:4978194-4978447	ces-1,sdc-2,unc-42	3	cold
chrX:4978918-4979031	.	0	cold
chrX:4979171-4979297	daf-16,elt-2,fos-1,nhr-80,pqm-1	5	cold
chrX:4979674-4979922	.	0	cold
chrX:4980291-4980455	ces-1,nhr-47,nhr-71,swsn-7,unc-42,ztf-11	6	cold
chrX:4981017-4981188	cebp-1,hmg-11,mdl-1,rbr-2,unc-55,unc-86	6	cold
chrX:4981679-4981851	daf-16,dve-1,elt-2,eor-1,nhr-80,pqm-1	6	cold
chrX:4982133-4982388	ceh-14,ceh-18,ceh-28,ceh-31,crh-2,efl-1,fkh-10,fkh-8,hif-1,him-1,hmg-11,lin-35,lsy-2,mdl-1,nhr-47,nhr-71,rbr-2,sem-4,sma-9,snu-23,swsn-7,tbx-2,unc-42,unc-55,unc-86,vab-15,xbp-1,ztf-11,ztf-4	29	HOT
chrX:4982760-4982866	fkh-8	1	cold
chrX:4997824-4997943	cebp-1,ceh-18,ceh-28,crh-2,daf-16,dve-1,efl-1,elt-2,eor-1,fkh-8,fos-1,hif-1,hlh-30,hmg-11,lin-35,mdl-1,nhr-20,nhr-25,nhr-47,nhr-71,nhr-80,pha-4,pqm-1,rnt-1,sdc-2,skn-1,snpc-4,snu-23,swsn-7,unc-55,xbp-1	31	HOT
chrX:4998958-4999136	ceh-18,ceh-34,daf-16,hlh-1,hlh-30,hlh-6,rnt-1,sdc-2	8	cold
chrX:5004381-5004515	rnt-1	1	cold
chrX:5009112-5009254	nhr-80	1	cold
chrX:5013360-5013663	.	0	cold
chrX:5013929-5014077	daf-16,elt-2,nhr-80,pha-4,pqm-1	5	cold
chrX:5015355-5015477	.	0	cold
chrX:5017469-5017642	.	0	cold
chrX:5017808-5017926	.	0	cold
chrX:5018148-5018230	ceh-28,ceh-48,crh-2,dve-1,elt-2,pha-4,pqm-1,unc-86,xbp-1	9	cold
chrX:5018343-5018493	cebp-1,ceh-28,ceh-48,crh-2,daf-16,dve-1,efl-1,elt-2,eor-1,fos-1,hlh-30,let-607,lsy-2,nfya-1,nhr-23,nhr-25,nhr-71,nhr-80,pha-4,pqm-1,rbr-2,sma-3,sma-9,snpc-4,snu-23,swsn-7,unc-130,unc-55,unc-86,xbp-1	30	HOT
chrX:5020884-5021029	daf-16	1	cold
chrX:5022821-5022943	aly-1,atf-7,attf-4,ceh-18,ceh-2,ceh-31,ceh-34,ceh-36,ceh-82,che-1,crh-2,daf-16,dao-5,die-1,dsc-1,duxl-1,dve-1,efl-1,elt-2,eor-1,fax-1,fkh-8,fos-1,gmeb-2,hif-1,him-1,hlh-15,hlh-30,hlh-6,hmg-11,hnd-1,jun-1,let-607,lin-35,lir-3,lsy-12,lsy-2,madf-10,madf-2,mdl-1,mls-2,mxl-1,nhr-102,nhr-20,nhr-21,nhr-232,nhr-25,nhr-47,nhr-48,nhr-71,nhr-90,pha-2,rbr-2,rec-8,ref-2,rnt-1,rpc-1,sdc-2,sma-3,sma-9,snpc-4,snu-23,spr-1,sptf-1,swsn-7,tbx-2,ttx-3,unc-130,unc-3,unc-55,xbp-1,ztf-16,ztf-18,ztf-26,ztf-7	75	HOT
chrX:5024354-5024547	nhr-21	1	cold
chrX:5026324-5026440	.	0	cold
chrX:5026597-5026754	elt-1,unc-55	2	cold
chrX:5028374-5028546	daf-16,hlh-1,lsy-2,sma-9	4	cold
chrX:5029022-5029233	ceh-18,rnt-1	2	cold
chrX:5030022-5030132	dsc-1	1	cold
chrX:5031652-5031874	crh-2,egl-13,fkh-10,lsy-2,nhr-47,swsn-7,tbx-2,unc-55,unc-86,xbp-1	10	cold
chrX:5033720-5033839	.	0	cold
chrX:5034052-5034191	ces-1,cog-1,eor-1	3	cold
chrX:5037184-5037363	.	0	cold
chrX:5037437-5037628	elt-2,pqm-1	2	cold
chrX:5037815-5038107	elt-2	1	cold
chrX:5038824-5039065	hlh-1,unc-55	2	cold
chrX:5040170-5040330	.	0	cold
chrX:5041330-5041487	ces-1,ref-2,unc-42	3	cold
chrX:5043911-5044131	nhr-23	1	cold
chrX:5060792-5060925	nhr-25	1	cold
chrX:5063939-5064215	aly-1,cebp-1,ceh-14,ceh-18,ceh-2,ceh-28,ceh-31,ceh-34,ceh-48,cog-1,daf-16,dsc-1,dve-1,efl-1,egl-5,elt-1,elt-2,eor-1,ets-4,fkh-10,fos-1,hif-1,him-1,hlh-30,hlh-8,hmg-11,jun-1,lsy-2,madf-10,mdl-1,mls-2,nfya-1,nhr-102,nhr-20,nhr-48,nhr-71,nhr-80,nhr-90,pha-2,pha-4,pqm-1,rbr-2,ref-2,rnt-1,sdc-2,sem-4,sma-3,sma-9,snu-23,sptf-1,swsn-7,syd-9,tbx-2,unc-42,unc-55,xbp-1,ztf-18	57	HOT
chrX:5064505-5064609	.	0	cold
chrX:5067543-5067829	.	0	cold
chrX:5069860-5070011	.	0	cold
chrX:5070708-5070836	.	0	cold
chrX:5071090-5071231	blmp-1,cog-1	2	cold
chrX:5075550-5075715	blmp-1,nhr-25,nhr-71,nhr-85	4	cold
chrX:5077868-5078114	aly-1,atf-7,blmp-1,ceh-18,daf-16,elt-2,hlh-6,hmg-11,lsy-12,madf-10,mdl-1,nhr-20,nhr-21,nhr-25,nhr-47,nhr-48,nhr-71,nhr-80,nhr-85,nhr-90,pha-4,pqm-1,rbr-2,ref-2,sdc-2,sma-3,snpc-4,snu-23,sptf-1,swsn-7,tbx-2,xbp-1,ztf-26	33	HOT
chrX:5079356-5079545	crh-2,elt-3,mdl-1,nhr-20,nhr-25,nhr-71,nhr-85,nhr-90,sma-3,sma-9,snu-23,unc-130,vab-15,xbp-1	14	cold
chrX:5084464-5084648	egl-13,fkh-8	2	cold
chrX:5084931-5085132	.	0	cold
chrX:5085628-5085770	ahr-1,aly-1,aly-2,atf-7,athp-1,attf-4,blmp-1,cebp-1,ceh-14,ceh-18,ceh-2,ceh-24,ceh-28,ceh-30,ceh-31,ceh-32,ceh-34,ceh-36,ceh-48,ceh-79,ceh-82,ceh-9,ces-1,che-1,cog-1,crh-2,daf-16,dao-5,die-1,dpl-1,dsc-1,duxl-1,dve-1,efl-1,egl-13,egl-5,elt-2,elt-3,eor-1,ets-4,ets-7,eyg-1,fax-1,fkh-10,fkh-8,fos-1,gmeb-2,hif-1,him-1,hlh-1,hlh-15,hlh-30,hlh-6,hlh-8,hmbx-1,hmg-11,hnd-1,irx-1,jun-1,let-607,lim-6,lin-35,lir-3,lsy-12,lsy-2,madf-10,madf-2,mdl-1,mef-2,mls-2,mxl-1,nfya-1,nhr-102,nhr-11,nhr-179,nhr-20,nhr-21,nhr-23,nhr-232,nhr-25,nhr-47,nhr-48,nhr-71,nhr-76,nhr-80,nhr-85,nhr-90,npax-4,pag-3,pha-2,pha-4,pop-1,pqm-1,pros-1,rbr-2,rec-8,ref-2,repo-1,rnt-1,rpc-1,sdc-2,sem-4,skn-1,sma-3,sma-9,snpc-4,snu-23,spr-1,sptf-1,swsn-7,syd-9,tbx-2,tbx-7,tra-4,ttx-3,unc-130,unc-3,unc-39,unc-42,unc-55,unc-86,vab-15,xbp-1,zfp-2,zip-5,ztf-11,ztf-16,ztf-18,ztf-26,ztf-4,ztf-7	131	HOT
chrX:5086246-5086376	crh-2,daf-16,dve-1,hlh-30,lsy-2,pha-4,rnt-1,snpc-4,snu-23,swsn-7	10	cold
chrX:5086909-5087050	.	0	cold
chrX:5087334-5087547	dve-1,elt-2,nhr-80	3	cold
chrX:5094033-5094182	nhr-80	1	cold
chrX:5096167-5096388	nhr-23	1	cold
chrX:5097516-5097654	.	0	cold
chrX:5098241-5098406	.	0	cold
chrX:5098533-5098688	.	0	cold
chrX:5098965-5099142	blmp-1,nhr-21,nhr-23	3	cold
chrX:5099813-5100063	nhr-21,nhr-23	2	cold
chrX:5100808-5101031	atf-7,cebp-1,daf-16,dve-1,let-607,madf-10,nhr-80,snpc-4,ztf-26	9	cold
chrX:5101280-5101423	dao-5,nhr-179,repo-1	3	cold
chrX:5101655-5101854	.	0	cold
chrX:5102064-5102167	.	0	cold
chrX:5102338-5102527	cebp-1,nhr-90	2	cold
chrX:5102649-5102754	nhr-90	1	cold
chrX:5102848-5103012	nhr-80	1	cold
chrX:5103282-5103528	madf-10,nhr-80,repo-1	3	cold
chrX:5103626-5103931	madf-10,nhr-90,repo-1	3	cold
chrX:5104275-5104437	.	0	cold
chrX:5104511-5104651	.	0	cold
chrX:5104832-5105149	.	0	cold
chrX:5105537-5105684	.	0	cold
chrX:5105840-5106029	nhr-80,nhr-90	2	cold
chrX:5106275-5106669	atf-7,cebp-1,ceh-79,dve-1,let-607,nhr-80,nhr-90,repo-1,ztf-26	9	cold
chrX:5109240-5109383	cebp-1,crh-2,daf-16,dve-1,elt-2,fos-1,nhr-80,pha-4,pqm-1,sma-9	10	cold
chrX:5114936-5115204	dsc-1,dve-1,unc-55	3	cold
chrX:5115701-5115877	eor-1,hlh-30,mdl-1	3	cold
chrX:5116136-5116320	.	0	cold
chrX:5116676-5116802	hlh-30,pha-4	2	cold
chrX:5117166-5117329	cebp-1,ceh-28,crh-2,daf-16,fos-1,hlh-30,mdl-1,nhr-20,nhr-21,nhr-23,nhr-25,nhr-80,pha-4,sma-3,sma-9,snu-23	16	cold
chrX:5117623-5117796	ces-1,crh-2,fkh-10,lsy-2,sem-4,sma-9,swsn-7,unc-42	8	cold
chrX:5118020-5118192	nhr-90,pha-4	2	cold
chrX:5118687-5118861	.	0	cold
chrX:5119349-5119540	blmp-1,cebp-1,ceh-18,ceh-31,ceh-34,crh-2,duxl-1,dve-1,efl-1,elt-2,elt-3,eor-1,fos-1,hif-1,hlh-30,irx-1,jun-1,lin-35,lsy-12,lsy-2,madf-10,mdl-1,nfya-1,nhr-11,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-48,nhr-71,nhr-80,nhr-85,nhr-90,pha-4,rbr-2,rnt-1,sem-4,sma-3,sma-9,snu-23,spr-1,swsn-7,tbx-2,xbp-1,ztf-16,ztf-26,ztf-4	48	HOT
chrX:5120256-5120399	ceh-34,ces-1,eor-1,hlh-30	4	cold
chrX:5120893-5121020	cebp-1,dsc-1	2	cold
chrX:5121883-5122024	alr-1,cebp-1,ceh-31,ceh-48,ceh-82,ces-1,dsc-1,egl-13,fkh-10,fkh-8,fos-1,him-1,hlh-30,hmg-11,irx-1,lin-35,lsy-2,mls-2,nfya-1,nhr-47,nhr-71,pha-4,pros-1,rbr-2,sma-9,snu-23,swsn-7,unc-42,unc-55,unc-86,xbp-1	31	HOT
chrX:5122432-5122648	daf-16,dve-1,elt-2,eor-1,hlh-30,mdl-1,nhr-23,nhr-80,nhr-85,nhr-90,pag-3,sma-3,sma-9,snu-23,unc-130,ztf-26	16	cold
chrX:5122956-5123181	ceh-31,ceh-34,daf-16,egl-13,elt-2,fos-1,nhr-23,nhr-25,nhr-47,pax-1,pha-2,pha-4,pqm-1,rbr-2,sdc-2,tbx-2,ztf-11	17	cold
chrX:5123412-5123521	.	0	cold
chrX:5123761-5123979	.	0	cold
chrX:5124228-5124367	ces-1,nhr-25,unc-42	3	cold
chrX:5124456-5124596	ces-1,mls-2,unc-42	3	cold
chrX:5124823-5125008	nhr-80	1	cold
chrX:5125238-5125427	.	0	cold
chrX:5128105-5128273	ces-1,dsc-1,egl-13,eor-1,nhr-47,swsn-7,unc-42	7	cold
chrX:5128625-5128879	.	0	cold
chrX:5133547-5133697	snu-23	1	cold
chrX:5134010-5134148	.	0	cold
chrX:5135601-5135772	crh-2,elt-3,eor-1,mdl-1,nhr-20,nhr-25,nhr-71,nhr-85,nhr-90,sma-3,snu-23,unc-130,xbp-1,ztf-26	14	cold
chrX:5135923-5136072	nhr-20,nhr-71,snu-23	3	cold
chrX:5136972-5137222	pha-4	1	cold
chrX:5137809-5137961	elt-1,nhr-25,nhr-85,snu-23	4	cold
chrX:5138173-5138297	dsc-1,nhr-71,nhr-85,sma-9	4	cold
chrX:5138615-5138768	elt-2,nhr-80,nhr-90	3	cold
chrX:5140199-5140343	ceh-48,ceh-82,ces-1,che-1,cog-1,eor-1,fkh-8,hif-1,him-1,hlh-1,hlh-30,hmg-11,mls-2,nfya-1,pha-2,rnt-1,sma-9,snu-23,sptf-1,unc-42,unc-55	21	HOT
chrX:5144269-5144525	.	0	cold
chrX:5147478-5147680	blmp-1,duxl-1,nhr-23	3	cold
chrX:5147911-5148159	nhr-23	1	cold
chrX:5150347-5150658	blmp-1,dsc-1,hlh-30,nhr-21,nhr-23	5	cold
chrX:5159690-5159835	dve-1,elt-2,fos-1,nhr-80	4	cold
chrX:5160107-5160248	.	0	cold
chrX:5165105-5165226	aha-1,aly-2,atf-7,attf-4,blmp-1,ceh-14,ceh-18,ceh-2,ceh-24,ceh-28,ceh-31,ceh-32,ceh-34,ceh-36,ceh-48,ceh-82,ces-1,che-1,cog-1,crh-2,daf-16,die-1,dpl-1,dsc-1,duxl-1,dve-1,efl-1,egl-13,egl-5,elt-1,elt-2,elt-3,eor-1,ets-4,ets-7,eyg-1,fax-1,fkh-10,fkh-8,fos-1,gmeb-2,hif-1,him-1,hlh-1,hlh-15,hlh-30,hlh-8,hmbx-1,hmg-11,hnd-1,irx-1,jun-1,let-607,lin-35,lir-3,lsy-12,lsy-2,madf-10,mdl-1,mef-2,mls-2,nfya-1,nhr-102,nhr-20,nhr-21,nhr-23,nhr-232,nhr-25,nhr-47,nhr-48,nhr-71,nhr-76,nhr-80,nhr-85,nhr-90,npax-4,pha-2,pha-4,pqm-1,pros-1,rbr-2,ref-2,repo-1,rnt-1,sdc-2,sem-4,skn-1,sma-3,sma-9,snpc-4,snu-23,spr-1,sptf-1,swsn-7,syd-9,tbx-2,ttx-3,unc-130,unc-3,unc-42,unc-55,unc-86,xbp-1,zfp-2,zip-5,ztf-11,ztf-16,ztf-18,ztf-26,ztf-4,ztf-7	111	HOT
chrX:5174308-5174486	fkh-8,nhr-71	2	cold
chrX:5176259-5176464	fkh-8	1	cold
chrX:5179108-5179242	efl-1	1	cold
chrX:5180586-5180715	.	0	cold
chrX:5183276-5183495	ceh-18,nhr-71,rnt-1	3	cold
chrX:5189005-5189183	egl-5,rnt-1	2	cold
chrX:5191607-5191785	daf-16,hlh-1	2	cold
chrX:5193492-5193662	ceh-18,dsc-1,hlh-8,snu-23	4	cold
chrX:5195440-5195528	ceh-18,ceh-34,hlh-1,nfya-1,nhr-71,pag-3,rnt-1,sma-9,snu-23,unc-55	10	cold
chrX:5195540-5195737	ceh-18,ceh-34,hlh-1,nfya-1,nhr-71,pag-3,rnt-1,sma-9,snu-23,unc-55	10	cold
chrX:5197643-5197818	daf-16,hlh-1,nhr-71,rnt-1	4	cold
chrX:5199305-5199465	mdl-1,nhr-71,rnt-1,sma-9,snu-23	5	cold
chrX:5199791-5199966	daf-16,egl-5,lsy-2,nhr-71,rnt-1,sma-9	6	cold
chrX:5200107-5200267	ceh-18,daf-16,egl-5,hlh-1,nhr-71,rnt-1	6	cold
chrX:5201813-5202061	daf-16,egl-5,ets-7	3	cold
chrX:5202453-5202610	elt-2,fos-1,nhr-80,pqm-1	4	cold
chrX:5205641-5205766	aly-1,ceh-14,ceh-2,ceh-31,daf-16,elt-2,ets-7,hif-1,hmg-11,lin-35,nhr-71,nhr-80,ref-2,rnt-1,sdc-2,sma-9,snu-23,tbx-2,tbx-7	19	HOT
chrX:5207923-5208115	crh-2,daf-16,elt-2,fos-1,nhr-20,nhr-80,pha-4,pqm-1,rbr-2,snu-23	10	cold
chrX:5208201-5208293	daf-16,pag-3,rbr-2,unc-55	4	cold
chrX:5208432-5208612	ceh-18,ceh-34,hif-1,hlh-1,lsy-2,nhr-71,pag-3,rnt-1,snu-23	9	cold
chrX:5208927-5209051	blmp-1,fos-1,nhr-20,nhr-23,nhr-25,nhr-80,nhr-85,pqm-1,sma-3,sma-9	10	cold
chrX:5209451-5209531	aha-1,ceh-18,ceh-34,daf-16,elt-2,hif-1,hlh-1,lir-3,lsy-2,nhr-20,nhr-47,nhr-71,nhr-80,pha-4,rnt-1,snu-23,swsn-7,unc-55	18	HOT
chrX:5209605-5209773	aha-1,ceh-18,ceh-34,elt-2,eor-1,hif-1,hlh-1,hlh-6,lir-3,lsy-2,nhr-20,nhr-47,nhr-71,nhr-80,pha-4,rnt-1,snu-23,swsn-7,unc-55	19	HOT
chrX:5209896-5209985	eor-1,hlh-6,unc-55	3	cold
chrX:5210626-5210755	ceh-82,ces-1,cog-1,crh-2,daf-16,eor-1,fkh-10,fkh-8,hif-1,him-1,lin-35,lsy-2,nhr-71,pha-4,rnt-1,sma-9,swsn-7,unc-42,unc-55,unc-86,xbp-1,ztf-4	22	HOT
chrX:5211020-5211178	daf-16,nhr-20,nhr-85,nhr-90,snu-23	5	cold
chrX:5211315-5211474	daf-16,dve-1,elt-2,nhr-20,nhr-80,nhr-85,nhr-90,sma-9	8	cold
